"Tag Code","Mark File Name","Mark Date MMDDYYYY","Mark Site Name","Release Date MMDDYYYY","Release Site Name","Species Code","Species Name","Run Code","Run Name","Rear Type Code","Rear Type Name","Recap Date MMDDYYYY","Recap File Name","Recap Release Date MMDDYYYY","Recap Release Site Name","Recap Site Name","Recap Species Code","Recap Species Name","Recap Run Code","Recap Run Name","Recap Rear Type Code","Recap Rear Type Name","Recap Length mm","Recap Weight g","Recap Count"
"384.1B79759DDF","QCI-2020-175-LFB.xml","6/23/2020","LEMHIR - Lemhi River","6/23/2020","LEMHIR - Lemhi River","1","Chinook","1","Spring","W","Wild Fish or Natural Production","9/28/2020","ILR-2020-272-LEM.xml","9/28/2020","LEMHIW - Lemhi River Weir","LEMTRP - Upper Lemhi River Rotary Screw Trap","1","Chinook","1","Spring","W","Wild Fish or Natural Production","102","12.7","1"
"384.1B79759E5B","QCI-2020-175-LFB.xml","6/23/2020","LEMHIR - Lemhi River","6/23/2020","LEMHIR - Lemhi River","1","Chinook","1","Spring","W","Wild Fish or Natural Production","5/3/2021","ILR-2021-123-LLR.xml","5/3/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","LLRTP - Lower Lemhi River Rotary Screw Trap","1","Chinook","1","Spring","W","Wild Fish or Natural Production","128","23.8","1"
"384.1B79759F45","ILR-2022-128-HYD.xml","5/8/2022","HYDTRP - Hayden Creek Rotary Screw Trap","5/8/2022","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/9/2022","ILR-2022-129-HYD.xml","5/9/2022","HYDTRP - Hayden Creek Rotary Screw Trap","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","69","3.5","1"
"384.1B79759F5F","ILR-2020-311-HYD.xml","11/6/2020","HYDTRP - Hayden Creek Rotary Screw Trap","11/6/2020","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","11/7/2020","ILR-2020-312-HYD.xml","11/7/2020","HYDTRP - Hayden Creek Rotary Screw Trap","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","","1"
"384.1B79759FF3","ILR-2022-131-HYD.xml","5/11/2022","HYDTRP - Hayden Creek Rotary Screw Trap","5/11/2022","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/12/2022","ILR-2022-132-HYD.xml","5/12/2022","HYDTRP - Hayden Creek Rotary Screw Trap","HYDTRP - Hayden Creek Rotary Screw Trap","1","Chinook","1","Spring","W","Wild Fish or Natural Production","77","4.8","1"
"384.1B7975A132","ILR-2022-128-HYD.xml","5/8/2022","HYDTRP - Hayden Creek Rotary Screw Trap","5/8/2022","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/10/2022","ILR-2022-130-HYD.xml","5/10/2022","HYDTRP - Hayden Creek Rotary Screw Trap","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","76","5","1"
"384.1B7975A1F2","ILR-2022-127-LEM.xml","5/7/2022","LEMTRP - Upper Lemhi River Rotary Screw Trap","5/7/2022","LEMTRP - Upper Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/8/2022","ILR-2022-128-LEM.xml","5/8/2022","LEMTRP - Upper Lemhi River Rotary Screw Trap","LEMTRP - Upper Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","70","4.1","1"
"384.1B7975A209","QCI-2019-260-HFA.xml","9/17/2019","HAYDNC - Hayden Creek, Lemhi River Basin","9/17/2019","HAYDNC - Hayden Creek, Lemhi River Basin","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/26/2021","ILR-2021-146-HYD.xml","5/26/2021","HYDTRP - Hayden Creek Rotary Screw Trap","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","166","47.6","1"
"384.1B7975A20E","QCI-2020-175-LFB.xml","6/23/2020","LEMHIR - Lemhi River","6/23/2020","LEMHIR - Lemhi River","1","Chinook","1","Spring","W","Wild Fish or Natural Production","4/21/2021","ILR-2021-111-LLR.xml","4/21/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","LLRTP - Lower Lemhi River Rotary Screw Trap","1","Chinook","1","Spring","W","Wild Fish or Natural Production","107","14.1","1"
"384.1B7975A541","ILR-2022-136-HYD.xml","5/16/2022","HYDTRP - Hayden Creek Rotary Screw Trap","5/16/2022","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/17/2022","ILR-2022-137-HYD.xml","5/17/2022","HYDTRP - Hayden Creek Rotary Screw Trap","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","78","4.8","1"
"384.1B7975A548","ILR-2022-156-LEM.xml","6/5/2022","LEMTRP - Upper Lemhi River Rotary Screw Trap","6/5/2022","LEMTRP - Upper Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","6/6/2022","ILR-2022-157-LEM.xml","6/6/2022","LEMTRP - Upper Lemhi River Rotary Screw Trap","LEMTRP - Upper Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","78","4.6","1"
"384.1B7975A609","ILR-2020-146-HYD.xml","5/25/2020","HYDTRP - Hayden Creek Rotary Screw Trap","5/25/2020","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/26/2020","ILR-2020-147-HYD.xml","5/26/2020","HYDTRP - Hayden Creek Rotary Screw Trap","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","","1"
"384.1B7975A6B3","ILR-2020-311-HYD.xml","11/6/2020","HYDTRP - Hayden Creek Rotary Screw Trap","11/6/2020","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","11/7/2020","ILR-2020-312-HYD.xml","11/7/2020","HYDTRP - Hayden Creek Rotary Screw Trap","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","","1"
"384.1B7975A72A","QCI-2019-141-LFA.xml","5/21/2019","LLSPRC - Lemhi Little Springs Creek","5/21/2019","LLSPRC - Lemhi Little Springs Creek","1","Chinook","1","Spring","W","Wild Fish or Natural Production","5/1/2020","ILR-2020-122-LLR.xml","5/1/2020","LLRTP - Lower Lemhi River Rotary Screw Trap","LLRTP - Lower Lemhi River Rotary Screw Trap","1","Chinook","1","Spring","W","Wild Fish or Natural Production","135","29.8","1"
"384.1B7975A7A5","ILR-2022-149-LEM.xml","5/29/2022","LEMTRP - Upper Lemhi River Rotary Screw Trap","5/29/2022","LEMTRP - Upper Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/30/2022","ILR-2022-150-LEM.xml","5/30/2022","LEMTRP - Upper Lemhi River Rotary Screw Trap","LEMTRP - Upper Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","78","5.1","1"
"384.1B7975A849","ILR-2020-288-HYD.xml","10/15/2020","HYDTRP - Hayden Creek Rotary Screw Trap","10/15/2020","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","10/15/2020","ILR-2020-289-HYD.xml","10/15/2020","HYDTRP - Hayden Creek Rotary Screw Trap","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","","1"
"384.1B7975A876","QCI-2019-175-LFA.xml","6/24/2019","LEMHIR - Lemhi River","6/24/2019","LEMHIR - Lemhi River","1","Chinook","1","Spring","W","Wild Fish or Natural Production","5/18/2020","ILR-2020-139-LLR.xml","5/18/2020","LLRTP - Lower Lemhi River Rotary Screw Trap","LLRTP - Lower Lemhi River Rotary Screw Trap","1","Chinook","1","Spring","W","Wild Fish or Natural Production","115","20.3","1"
"384.1B7975A91C","ILR-2020-228-HYD.xml","8/15/2020","HYDTRP - Hayden Creek Rotary Screw Trap","8/15/2020","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","6/20/2021","ILR-2021-171-HYD.xml","6/20/2021","HYDTRP - Hayden Creek Rotary Screw Trap","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","133","29.9","1"
"384.1B7975A91C","ILR-2020-228-HYD.xml","8/15/2020","HYDTRP - Hayden Creek Rotary Screw Trap","8/15/2020","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/12/2022","ILR-2022-132-HYD.xml","5/12/2022","HYDTRP - Hayden Creek Rotary Screw Trap","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","170","54.8","1"
"384.1B7975A928","ILR-2020-294-HYD.xml","10/21/2020","HYDTRP - Hayden Creek Rotary Screw Trap","10/21/2020","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","10/21/2020","ILR-2020-295-HYD.xml","10/21/2020","HYDTRP - Hayden Creek Rotary Screw Trap","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","","1"
"384.1B7975AA05","ILR-2022-093-LEM.xml","4/3/2022","LEMTRP - Upper Lemhi River Rotary Screw Trap","4/3/2022","LEMTRP - Upper Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","4/4/2022","ILR-2022-094-LEM.xml","4/4/2022","LEMTRP - Upper Lemhi River Rotary Screw Trap","LEMTRP - Upper Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","77","5.2","1"
"384.1B7975AB18","ILR-2022-132-HYD.xml","5/12/2022","HYDTRP - Hayden Creek Rotary Screw Trap","5/12/2022","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/13/2022","ILR-2022-133-HYD.xml","5/13/2022","HYDTRP - Hayden Creek Rotary Screw Trap","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","73","3.9","1"
"384.1B7975AB4B","ILR-2022-089-HYD.xml","3/30/2022","HYDTRP - Hayden Creek Rotary Screw Trap","3/30/2022","HYDTRP - Hayden Creek Rotary Screw Trap","1","Chinook","1","Spring","W","Wild Fish or Natural Production","3/31/2022","ILR-2022-090-HYD.xml","3/31/2022","HYDTRP - Hayden Creek Rotary Screw Trap","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","73","4","1"
"384.1B7975AC76","ILR-2021-148-HYD.xml","5/28/2021","HYDTRP - Hayden Creek Rotary Screw Trap","5/28/2021","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/31/2021","ILR-2021-151-HYD.xml","5/31/2021","HYDTRP - Hayden Creek Rotary Screw Trap","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","80","5.3","1"
"384.1B797649EB","QCI16320.BMA","11/15/2016","BOHANC - Bohannon Creek, Lemhi River Basin","11/15/2016","BOHANC - Bohannon Creek, Lemhi River Basin","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/4/2020","ILR-2020-125-LLR.xml","5/4/2020","LLRTP - Lower Lemhi River Rotary Screw Trap","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","183","63.3","1"
"384.1B79764CC2","ILR-2021-132-LLR.xml","5/12/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","5/12/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/13/2021","ILR-2021-133-LLR.xml","5/13/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","74","4.5","1"
"384.1B797694FA","ILR-2021-140-LLR.xml","5/20/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","5/20/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/22/2021","ILR-2021-142-LLR.xml","5/22/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","78","5.8","1"
"384.1B79769B2C","ILR-2020-320-HYD.xml","11/15/2020","HYDTRP - Hayden Creek Rotary Screw Trap","11/15/2020","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","11/16/2020","ILR-2020-321-HYD.xml","11/16/2020","HYDTRP - Hayden Creek Rotary Screw Trap","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","","1"
"384.1B79769BFE","ILR-2021-077-HYD.xml","3/18/2021","HYDTRP - Hayden Creek Rotary Screw Trap","3/18/2021","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","3/19/2021","ILR-2021-078-HYD.xml","3/19/2021","HYDTRP - Hayden Creek Rotary Screw Trap","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","76","4.7","1"
"384.1B7976A2CB","ILR-2021-121-HYD.xml","5/1/2021","HYDTRP - Hayden Creek Rotary Screw Trap","5/1/2021","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/2/2021","ILR-2021-122-HYD.xml","5/2/2021","HYDTRP - Hayden Creek Rotary Screw Trap","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","80","5.8","1"
"384.1B7976A3CD","ILR-2021-079-HYD.xml","3/20/2021","HYDTRP - Hayden Creek Rotary Screw Trap","3/20/2021","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","3/21/2021","ILR-2021-080-HYD.xml","3/21/2021","HYDTRP - Hayden Creek Rotary Screw Trap","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","68","3.1","1"
"384.1B7976A4CD","ILR-2021-125-HYD.xml","5/5/2021","HYDTRP - Hayden Creek Rotary Screw Trap","5/5/2021","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/6/2021","ILR-2021-126-HYD.xml","5/6/2021","HYDTRP - Hayden Creek Rotary Screw Trap","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","71","3.9","1"
"384.1B7976A524","ILR-2021-129-HYD.xml","5/9/2021","HYDTRP - Hayden Creek Rotary Screw Trap","5/9/2021","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/10/2021","ILR-2021-130-HYD.xml","5/10/2021","HYDTRP - Hayden Creek Rotary Screw Trap","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","72","4","1"
"384.1B7976A5B7","ILR-2021-098-HYD.xml","4/8/2021","HYDTRP - Hayden Creek Rotary Screw Trap","4/8/2021","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","4/9/2021","ILR-2021-099-HYD.xml","4/9/2021","HYDTRP - Hayden Creek Rotary Screw Trap","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","76","4.9","1"
"384.1B7976A5F2","ILR-2021-094-HYD.xml","4/4/2021","HYDTRP - Hayden Creek Rotary Screw Trap","4/4/2021","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","4/5/2021","ILR-2021-095-HYD.xml","4/5/2021","HYDTRP - Hayden Creek Rotary Screw Trap","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","69","3.8","1"
"384.1B7976A629","ILR-2021-108-HYD.xml","4/18/2021","HYDTRP - Hayden Creek Rotary Screw Trap","4/18/2021","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","4/19/2021","ILR-2021-109-HYD.xml","4/19/2021","HYDTRP - Hayden Creek Rotary Screw Trap","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","73","3.9","1"
"384.1B7976A6E9","ILR-2020-321-HYD.xml","11/16/2020","HYDTRP - Hayden Creek Rotary Screw Trap","11/16/2020","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","11/17/2020","ILR-2020-322-HYD.xml","11/17/2020","HYDTRP - Hayden Creek Rotary Screw Trap","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","","1"
"384.1B7976A801","ILR-2021-121-HYD.xml","5/1/2021","HYDTRP - Hayden Creek Rotary Screw Trap","5/1/2021","HYDTRP - Hayden Creek Rotary Screw Trap","1","Chinook","1","Spring","W","Wild Fish or Natural Production","5/2/2021","ILR-2021-122-HYD.xml","5/2/2021","HYDTRP - Hayden Creek Rotary Screw Trap","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","78","5","1"
"384.1B7976A84F","ILR-2021-121-HYD.xml","5/1/2021","HYDTRP - Hayden Creek Rotary Screw Trap","5/1/2021","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/2/2021","ILR-2021-122-HYD.xml","5/2/2021","HYDTRP - Hayden Creek Rotary Screw Trap","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","78","5.2","1"
"384.1B7976A8D0","ILR-2021-126-HYD.xml","5/6/2021","HYDTRP - Hayden Creek Rotary Screw Trap","5/6/2021","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/7/2021","ILR-2021-127-HYD.xml","5/7/2021","HYDTRP - Hayden Creek Rotary Screw Trap","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","75","4.9","1"
"384.1B7976A97C","ILR-2021-137-HYD.xml","5/17/2021","HYDTRP - Hayden Creek Rotary Screw Trap","5/17/2021","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","6/2/2021","ILR-2021-153-HYD.xml","6/2/2021","HYDTRP - Hayden Creek Rotary Screw Trap","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","77","5","1"
"384.1B7976AA15","ILR-2021-128-HYD.xml","5/8/2021","HYDTRP - Hayden Creek Rotary Screw Trap","5/8/2021","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/9/2021","ILR-2021-129-HYD.xml","5/9/2021","HYDTRP - Hayden Creek Rotary Screw Trap","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","73","4.1","1"
"384.1B7976AB24","ILR-2021-127-HYD.xml","5/7/2021","HYDTRP - Hayden Creek Rotary Screw Trap","5/7/2021","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/8/2021","ILR-2021-128-HYD.xml","5/8/2021","HYDTRP - Hayden Creek Rotary Screw Trap","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","72","4.5","1"
"384.1B7976ABC0","ILR-2021-095-HYD.xml","4/5/2021","HYDTRP - Hayden Creek Rotary Screw Trap","4/5/2021","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","4/6/2021","ILR-2021-096-HYD.xml","4/6/2021","HYDTRP - Hayden Creek Rotary Screw Trap","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","80","5.8","1"
"384.1B7976ABC3","ILR-2022-144-HYD.xml","5/24/2022","HYDTRP - Hayden Creek Rotary Screw Trap","5/24/2022","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/25/2022","ILR-2022-145-HYD.xml","5/25/2022","HYDTRP - Hayden Creek Rotary Screw Trap","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","76","4","1"
"384.1B7976AC19","ILR-2021-136-HYD.xml","5/16/2021","HYDTRP - Hayden Creek Rotary Screw Trap","5/16/2021","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/17/2021","ILR-2021-137-HYD.xml","5/17/2021","HYDTRP - Hayden Creek Rotary Screw Trap","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","71","3.9","1"
"384.1B7976AD5C","ILR-2021-119-HYD.xml","4/29/2021","HYDTRP - Hayden Creek Rotary Screw Trap","4/29/2021","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","4/30/2021","ILR-2021-120-HYD.xml","4/30/2021","HYDTRP - Hayden Creek Rotary Screw Trap","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","77","4.6","1"
"384.1B7976B14F","ILR-2021-099-HYD.xml","4/9/2021","HYDTRP - Hayden Creek Rotary Screw Trap","4/9/2021","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","4/10/2021","ILR-2021-100-HYD.xml","4/10/2021","HYDTRP - Hayden Creek Rotary Screw Trap","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","68","3.3","1"
"384.1B7976B18E","ILR-2020-317-HYD.xml","11/12/2020","HYDTRP - Hayden Creek Rotary Screw Trap","11/12/2020","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","11/17/2020","ILR-2020-322-HYD.xml","11/17/2020","HYDTRP - Hayden Creek Rotary Screw Trap","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","75","4.5","1"
"384.1B7976B886","ILR-2021-078-HYD.xml","3/19/2021","HYDTRP - Hayden Creek Rotary Screw Trap","3/19/2021","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","3/20/2021","ILR-2021-079-HYD.xml","3/20/2021","HYDTRP - Hayden Creek Rotary Screw Trap","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","73","4.2","1"
"384.1B7976B9A8","ILR-2021-093-HYD.xml","4/3/2021","HYDTRP - Hayden Creek Rotary Screw Trap","4/3/2021","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","11/14/2021","ILR-2021-318-HYD.xml","11/14/2021","HYDTRP - Hayden Creek Rotary Screw Trap","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","126","17.1","1"
"3D9.1C2D732770","QCI17205.BFA","7/24/2017","BOHANC - Bohannon Creek, Lemhi River Basin","7/24/2017","BOHANC - Bohannon Creek, Lemhi River Basin","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/4/2020","ILR-2020-125-LLR.xml","5/4/2020","LLRTP - Lower Lemhi River Rotary Screw Trap","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","187","86.6","1"
"3D9.1C2D9A83E9","QCI17260.HFA","9/17/2017","HAYDNC - Hayden Creek, Lemhi River Basin","9/17/2017","HAYDNC - Hayden Creek, Lemhi River Basin","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","4/30/2020","ILR-2020-121-HYD.xml","4/30/2020","HYDTRP - Hayden Creek Rotary Screw Trap","HYDTRP - Hayden Creek Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","196","71.6","1"
"3D9.1C2DEEBCD7","QCI-2020-264-HFA.xml","9/20/2020","HAYDNC - Hayden Creek, Lemhi River Basin","9/20/2020","HAYDNC - Hayden Creek, Lemhi River Basin","1","Chinook","1","Spring","W","Wild Fish or Natural Production","5/15/2021","ILR-2021-135-HYD.xml","5/15/2021","HYDTRP - Hayden Creek Rotary Screw Trap","HYDTRP - Hayden Creek Rotary Screw Trap","1","Chinook","1","Spring","W","Wild Fish or Natural Production","102","12.2","1"
"3D9.1C2DEEC53F","QCI-2020-265-HGA.xml","9/21/2020","HAYDNC - Hayden Creek, Lemhi River Basin","9/21/2020","HAYDNC - Hayden Creek, Lemhi River Basin","1","Chinook","1","Spring","W","Wild Fish or Natural Production","10/29/2020","ILR-2020-303-HYD.xml","10/29/2020","HYDTRP - Hayden Creek Rotary Screw Trap","HYDTRP - Hayden Creek Rotary Screw Trap","1","Chinook","1","Spring","W","Wild Fish or Natural Production","83","7.1","1"
"3D9.1C2DEEC599","QCI-2020-233-LFA.xml","8/20/2020","LEMHIR - Lemhi River","8/20/2020","LEMHIR - Lemhi River","1","Chinook","1","Spring","W","Wild Fish or Natural Production","10/22/2020","ILR-2020-295-LLR.xml","10/22/2020","LLRTP - Lower Lemhi River Rotary Screw Trap","LLRTP - Lower Lemhi River Rotary Screw Trap","1","Chinook","1","Spring","W","Wild Fish or Natural Production","116","19.1","1"
"3D9.1C2DEED0EE","QCI-2020-262-HGA.xml","9/18/2020","HAYDNC - Hayden Creek, Lemhi River Basin","9/18/2020","HAYDNC - Hayden Creek, Lemhi River Basin","1","Chinook","1","Spring","W","Wild Fish or Natural Production","10/12/2020","ILR-2020-285-HYD.xml","10/12/2020","HYDTRP - Hayden Creek Rotary Screw Trap","HYDTRP - Hayden Creek Rotary Screw Trap","1","Chinook","1","Spring","W","Wild Fish or Natural Production","90","9.6","1"
"3D9.1C2DEEDB11","QCI-2020-263-HGA.xml","9/19/2020","HAYDNC - Hayden Creek, Lemhi River Basin","9/19/2020","HAYDNC - Hayden Creek, Lemhi River Basin","1","Chinook","1","Spring","W","Wild Fish or Natural Production","11/4/2020","ILR-2020-309-HYD.xml","11/4/2020","HYDTRP - Hayden Creek Rotary Screw Trap","HYDTRP - Hayden Creek Rotary Screw Trap","1","Chinook","1","Spring","W","Wild Fish or Natural Production","89","8.1","1"
